valid set
5
x, m
y, m
z, m
dh
tbsim
      7.00      27.00     100.00       0.00      -1.90
      6.00      27.00      97.00       0.00      -1.52
      5.00      27.00      94.00       0.00      -1.15
      4.00      27.00      91.00       0.00      -1.31
      3.00      27.00      88.00       0.00      -1.39
      2.00      27.00      85.00       0.00      -1.53
      1.00      27.00      82.00       0.00      -1.54
      0.00      27.00      79.00       0.00      -1.48
     64.00      14.00     100.00       1.00      -0.65
     65.00      14.00      97.00       1.00      -1.40
     66.00      14.00      94.00       1.00      -0.92
     67.00      14.00      91.00       1.00      -1.37
     68.00      14.00      88.00       1.00      -1.17
     69.00      14.00      85.00       1.00      -0.77
     70.00      14.00      82.00       1.00      -1.18
     71.00      14.00      79.00       1.00      -0.68
     72.00      14.00      76.00       1.00      -0.21
     73.00      14.00      73.00       1.00      -0.19
     74.00      14.00      70.00       1.00      -0.04
     75.00      14.00      67.00       1.00      -0.54
     76.00      14.00      64.00       1.00      -0.88
     77.00      14.00      61.00       1.00      -0.83
     78.00      14.00      58.00       1.00       0.61
     79.00      14.00      55.00       1.00       0.68
     80.00      14.00      52.00       1.00       0.53
     81.00      14.00      49.00       1.00       0.66
     82.00      14.00      46.00       1.00       0.82
     83.00      14.00      43.00       1.00       0.02
     84.00      14.00      40.00       1.00       0.12
     85.00      14.00      37.00       1.00       0.85
     86.00      14.00      34.00       1.00       1.31
     87.00      14.00      31.00       1.00       1.33
     88.00      14.00      28.00       1.00       1.78
     89.00      14.00      25.00       1.00       0.83
     90.00      14.00      22.00       1.00       1.20
     91.00      14.00      19.00       1.00       1.37
     92.00      14.00      16.00       1.00       1.41
     93.00      14.00      13.00       1.00       1.00
     94.00      14.00      10.00       1.00       0.96
     95.00      14.00       7.00       1.00       1.11
     96.00      14.00       4.00       1.00       1.19
     97.00      14.00       1.00       1.00       1.14
     98.00      14.00      -2.00       1.00       0.51
     57.00     114.00     100.00       2.00      -0.55
     57.00     115.00      97.00       2.00      -0.45
     57.00     116.00      94.00       2.00      -0.57
     57.00     117.00      91.00       2.00      -0.67
     57.00     118.00      88.00       2.00      -1.50
     57.00     119.00      85.00       2.00      -1.10
     57.00     120.00      82.00       2.00      -1.48
    112.00      36.00     100.00       3.00      -0.32
    112.00      37.00      97.00       3.00       0.38
    112.00      38.00      94.00       3.00      -0.36
    112.00      39.00      91.00       3.00       0.09
    112.00      40.00      88.00       3.00      -0.34
    112.00      41.00      85.00       3.00       0.20
    112.00      42.00      82.00       3.00       0.97
    112.00      43.00      79.00       3.00      -0.51
    112.00      44.00      76.00       3.00       0.14
    112.00      45.00      73.00       3.00       0.41
    112.00      46.00      70.00       3.00       0.63
    112.00      47.00      67.00       3.00       0.12
    112.00      48.00      64.00       3.00      -0.19
    112.00      49.00      61.00       3.00       0.42
    112.00      50.00      58.00       3.00      -0.20
    112.00      51.00      55.00       3.00      -0.23
    112.00      52.00      52.00       3.00       0.18
    112.00      53.00      49.00       3.00       0.10
    112.00      54.00      46.00       3.00      -0.44
    112.00      55.00      43.00       3.00       0.62
    112.00      56.00      40.00       3.00       0.61
    112.00      57.00      37.00       3.00       0.24
    112.00      58.00      34.00       3.00       0.08
    112.00      59.00      31.00       3.00       1.22
    112.00      60.00      28.00       3.00       1.17
    112.00      61.00      25.00       3.00       0.04
    112.00      62.00      22.00       3.00       0.71
    112.00      63.00      19.00       3.00       1.24
    112.00      64.00      16.00       3.00       1.56
    112.00      65.00      13.00       3.00       0.83
    112.00      66.00      10.00       3.00       1.08
    112.00      67.00       7.00       3.00       0.17
    112.00      68.00       4.00       3.00      -0.12
    112.00      69.00       1.00       3.00       0.60
    112.00      70.00      -2.00       3.00       0.48
    112.00      71.00      -5.00       3.00       0.88
    149.00      57.00     100.00       4.00      -0.38
    150.00      57.00      97.00       4.00      -0.78
     66.00      44.00     100.00       5.00      -1.32
     65.00      44.00      97.00       5.00      -0.96
     64.00      44.00      94.00       5.00      -2.08
     63.00      44.00      91.00       5.00      -1.38
     62.00      44.00      88.00       5.00      -2.16
     61.00      44.00      85.00       5.00      -1.42
     60.00      44.00      82.00       5.00      -1.79
     59.00      44.00      79.00       5.00      -1.14
     58.00      44.00      76.00       5.00      -1.32
     57.00      44.00      73.00       5.00      -1.18
     56.00      44.00      70.00       5.00      -1.09
     55.00      44.00      67.00       5.00      -0.58
     54.00      44.00      64.00       5.00      -0.56
     53.00      44.00      61.00       5.00      -0.74
     52.00      44.00      58.00       5.00      -1.02
     51.00      44.00      55.00       5.00      -0.57
     50.00      44.00      52.00       5.00      -0.70
     49.00      44.00      49.00       5.00      -0.26
     48.00      44.00      46.00       5.00      -0.42
     47.00      44.00      43.00       5.00      -0.82
     46.00      44.00      40.00       5.00      -1.06
     45.00      44.00      37.00       5.00       0.10
     44.00      44.00      34.00       5.00      -0.52
     43.00      44.00      31.00       5.00      -0.67
     42.00      44.00      28.00       5.00      -0.45
     41.00      44.00      25.00       5.00      -0.07
     40.00      44.00      22.00       5.00       0.47
     39.00      44.00      19.00       5.00      -0.70
     38.00      44.00      16.00       5.00      -0.98
     37.00      44.00      13.00       5.00      -0.77
     36.00      44.00      10.00       5.00      -0.78
     35.00      44.00       7.00       5.00      -0.24
     34.00      44.00       4.00       5.00      -0.75
    134.00      25.00     100.00       6.00       0.82
    133.00      25.00      97.00       6.00       0.60
    132.00      25.00      94.00       6.00       0.04
    131.00      25.00      91.00       6.00      -0.12
    130.00      25.00      88.00       6.00       0.15
    129.00      25.00      85.00       6.00       1.01
    128.00      25.00      82.00       6.00       0.50
    127.00      25.00      79.00       6.00       0.47
    126.00      25.00      76.00       6.00       1.45
    125.00      25.00      73.00       6.00       0.15
    124.00      25.00      70.00       6.00       0.41
    123.00      25.00      67.00       6.00      -0.43
    122.00      25.00      64.00       6.00       0.14
    121.00      25.00      61.00       6.00       0.65
    120.00      25.00      58.00       6.00       0.87
    119.00      25.00      55.00       6.00       0.04
    118.00      25.00      52.00       6.00      -0.20
    117.00      25.00      49.00       6.00      -0.75
    116.00      25.00      46.00       6.00      -0.76
    115.00      25.00      43.00       6.00      -0.93
    114.00      25.00      40.00       6.00       0.26
    113.00      25.00      37.00       6.00       0.16
    112.00      25.00      34.00       6.00       0.80
    111.00      25.00      31.00       6.00       0.79
    110.00      25.00      28.00       6.00       0.62
    109.00      25.00      25.00       6.00       0.41
    108.00      25.00      22.00       6.00       1.30
    107.00      25.00      19.00       6.00       1.05
    106.00      25.00      16.00       6.00       0.99
    105.00      25.00      13.00       6.00       1.45
    118.00     105.00     100.00       7.00      -0.43
    118.00     106.00      97.00       7.00      -1.26
    118.00     107.00      94.00       7.00      -0.52
    118.00     108.00      91.00       7.00      -0.80
    118.00     109.00      88.00       7.00      -1.48
    118.00     110.00      85.00       7.00      -1.74
    118.00     111.00      82.00       7.00      -1.18
    118.00     112.00      79.00       7.00       0.01
    118.00     113.00      76.00       7.00      -0.82
    118.00     114.00      73.00       7.00      -0.79
    118.00     115.00      70.00       7.00      -0.18
    118.00     116.00      67.00       7.00      -1.24
    118.00     117.00      64.00       7.00      -1.42
    118.00     118.00      61.00       7.00      -1.19
    118.00     119.00      58.00       7.00      -0.56
    118.00     120.00      55.00       7.00      -0.76
     25.00     102.00     100.00       8.00      -1.44
     25.00     103.00      97.00       8.00      -1.21
     25.00     104.00      94.00       8.00      -1.16
     25.00     105.00      91.00       8.00      -1.30
     25.00     106.00      88.00       8.00      -2.12
     25.00     107.00      85.00       8.00      -2.96
     25.00     108.00      82.00       8.00      -2.44
     25.00     109.00      79.00       8.00      -2.26
     25.00     110.00      76.00       8.00      -1.80
     25.00     111.00      73.00       8.00      -2.17
     25.00     112.00      70.00       8.00      -1.76
     25.00     113.00      67.00       8.00      -1.86
     25.00     114.00      64.00       8.00      -1.83
     25.00     115.00      61.00       8.00      -1.31
     25.00     116.00      58.00       8.00      -2.07
     25.00     117.00      55.00       8.00      -2.02
     25.00     118.00      52.00       8.00      -1.63
     25.00     119.00      49.00       8.00      -1.76
     25.00     120.00      46.00       8.00      -2.05
     45.00      45.00     100.00       9.00      -1.35
     44.00      45.00      97.00       9.00      -0.98
     43.00      45.00      94.00       9.00      -1.45
     42.00      45.00      91.00       9.00      -1.11
     41.00      45.00      88.00       9.00      -1.84
     40.00      45.00      85.00       9.00      -2.02
     39.00      45.00      82.00       9.00      -1.06
     38.00      45.00      79.00       9.00      -1.12
     37.00      45.00      76.00       9.00      -0.80
     36.00      45.00      73.00       9.00      -0.21
     35.00      45.00      70.00       9.00      -1.05
     34.00      45.00      67.00       9.00      -0.67
     33.00      45.00      64.00       9.00      -1.41
     32.00      45.00      61.00       9.00      -1.23
     31.00      45.00      58.00       9.00      -0.28
     30.00      45.00      55.00       9.00      -1.13
     29.00      45.00      52.00       9.00      -0.47
     28.00      45.00      49.00       9.00      -0.24
     27.00      45.00      46.00       9.00      -0.60
     26.00      45.00      43.00       9.00      -0.02
     25.00      45.00      40.00       9.00      -0.87
     24.00      45.00      37.00       9.00      -0.41
     23.00      45.00      34.00       9.00      -0.02
     22.00      45.00      31.00       9.00      -0.42
     21.00      45.00      28.00       9.00      -0.33
     20.00      45.00      25.00       9.00       0.35
     19.00      45.00      22.00       9.00      -0.60
     18.00      45.00      19.00       9.00      -0.39
     17.00      45.00      16.00       9.00      -0.52
     16.00      45.00      13.00       9.00      -0.57
     15.00      45.00      10.00       9.00      -0.86
     14.00      45.00       7.00       9.00      -0.97
     13.00      45.00       4.00       9.00      -1.86
    126.00      57.00     100.00      10.00      -0.59
    126.00      58.00      97.00      10.00      -1.06
    126.00      59.00      94.00      10.00      -1.09
    126.00      60.00      91.00      10.00      -0.84
    126.00      61.00      88.00      10.00      -0.72
    126.00      62.00      85.00      10.00      -0.59
    126.00      63.00      82.00      10.00       0.37
    126.00      64.00      79.00      10.00       0.49
    126.00      65.00      76.00      10.00      -0.04
    126.00      66.00      73.00      10.00       0.76
    126.00      67.00      70.00      10.00       0.48
    126.00      68.00      67.00      10.00       0.70
    126.00      69.00      64.00      10.00       0.28
    126.00      70.00      61.00      10.00       0.64
    126.00      71.00      58.00      10.00       0.45
    126.00      72.00      55.00      10.00       0.47
    126.00      73.00      52.00      10.00       0.90
    126.00      74.00      49.00      10.00       0.70
    126.00      75.00      46.00      10.00       0.62
    126.00      76.00      43.00      10.00       0.65
    126.00      77.00      40.00      10.00       1.01
    126.00      78.00      37.00      10.00       1.05
    126.00      79.00      34.00      10.00       1.34
    126.00      80.00      31.00      10.00       0.86
    126.00      81.00      28.00      10.00       0.93
     33.00       0.00     100.00      11.00      -1.01
     34.00       0.00      97.00      11.00      -0.59
     35.00       0.00      94.00      11.00       0.03
     36.00       0.00      91.00      11.00      -0.26
     37.00       0.00      88.00      11.00      -0.29
     38.00       0.00      85.00      11.00      -0.10
     39.00       0.00      82.00      11.00       0.54
     40.00       0.00      79.00      11.00      -0.25
     41.00       0.00      76.00      11.00      -0.60
     42.00       0.00      73.00      11.00       0.22
     43.00       0.00      70.00      11.00       0.31
     44.00       0.00      67.00      11.00      -0.42
     45.00       0.00      64.00      11.00      -0.65
     46.00       0.00      61.00      11.00      -0.33
     47.00       0.00      58.00      11.00      -0.49
     48.00       0.00      55.00      11.00      -1.14
     49.00       0.00      52.00      11.00      -0.13
     50.00       0.00      49.00      11.00      -0.68
     51.00       0.00      46.00      11.00      -0.51
     52.00       0.00      43.00      11.00      -0.35
     53.00       0.00      40.00      11.00      -0.12
     54.00       0.00      37.00      11.00      -0.63
     55.00       0.00      34.00      11.00       0.02
     56.00       0.00      31.00      11.00       0.01
     57.00       0.00      28.00      11.00      -0.17
     58.00       0.00      25.00      11.00       0.17
     59.00       0.00      22.00      11.00       0.28
     60.00       0.00      19.00      11.00       0.80
     59.00      21.00     100.00      12.00      -0.99
     60.00      21.00      97.00      12.00      -1.39
     61.00      21.00      94.00      12.00      -1.31
     62.00      21.00      91.00      12.00      -1.19
     63.00      21.00      88.00      12.00      -0.74
     64.00      21.00      85.00      12.00      -0.70
     65.00      21.00      82.00      12.00      -0.91
     66.00      21.00      79.00      12.00      -1.34
     67.00      21.00      76.00      12.00      -0.83
     68.00      21.00      73.00      12.00      -0.50
     69.00      21.00      70.00      12.00      -0.07
     70.00      21.00      67.00      12.00      -0.36
     71.00      21.00      64.00      12.00      -0.23
     72.00      21.00      61.00      12.00      -1.11
     73.00      21.00      58.00      12.00      -0.01
     74.00      21.00      55.00      12.00       0.07
     75.00      21.00      52.00      12.00       0.12
     76.00      21.00      49.00      12.00       0.59
     77.00      21.00      46.00      12.00       0.35
     78.00      21.00      43.00      12.00       1.69
     79.00      21.00      40.00      12.00       0.63
     80.00      21.00      37.00      12.00       0.54
     81.00      21.00      34.00      12.00       0.37
     82.00      21.00      31.00      12.00       1.22
     83.00      21.00      28.00      12.00       0.76
     84.00      21.00      25.00      12.00       0.74
     85.00      21.00      22.00      12.00       0.86
     86.00      21.00      19.00      12.00       0.97
     87.00      21.00      16.00      12.00       1.41
     88.00      21.00      13.00      12.00       0.79
     89.00      21.00      10.00      12.00       0.16
     90.00      21.00       7.00      12.00       1.55
     91.00      21.00       4.00      12.00       1.06
     92.00      21.00       1.00      12.00       0.72
     93.00      21.00      -2.00      12.00       0.77
     94.00      21.00      -5.00      12.00       0.49
     95.00      21.00      -8.00      12.00       0.30
     72.00      84.00     100.00      13.00      -1.14
     71.00      84.00      97.00      13.00      -0.80
     70.00      84.00      94.00      13.00      -1.81
     69.00      84.00      91.00      13.00      -1.67
     68.00      84.00      88.00      13.00      -1.43
     67.00      84.00      85.00      13.00      -1.93
     66.00      84.00      82.00      13.00      -1.81
     65.00      84.00      79.00      13.00      -1.85
     64.00      84.00      76.00      13.00      -1.65
     63.00      84.00      73.00      13.00      -1.15
     62.00      84.00      70.00      13.00      -1.49
     61.00      84.00      67.00      13.00      -1.48
     60.00      84.00      64.00      13.00      -1.91
     59.00      84.00      61.00      13.00      -1.32
     58.00      84.00      58.00      13.00      -1.16
     57.00      84.00      55.00      13.00      -1.43
     56.00      84.00      52.00      13.00      -1.34
     55.00      84.00      49.00      13.00      -1.50
     54.00      84.00      46.00      13.00      -1.52
     53.00      84.00      43.00      13.00      -1.39
     52.00      84.00      40.00      13.00      -1.12
     51.00      84.00      37.00      13.00      -1.52
     50.00      84.00      34.00      13.00      -0.69
     49.00      84.00      31.00      13.00      -0.68
     48.00      84.00      28.00      13.00      -0.30
     47.00      84.00      25.00      13.00      -0.28
     46.00      84.00      22.00      13.00       0.34
     45.00      84.00      19.00      13.00      -0.55
     44.00      84.00      16.00      13.00      -0.09
     43.00      84.00      13.00      13.00      -1.02
     42.00      84.00      10.00      13.00      -0.47
     22.00      92.00     100.00      14.00      -0.41
     23.00      92.00      97.00      14.00      -1.92
     24.00      92.00      94.00      14.00      -1.28
     25.00      92.00      91.00      14.00      -1.80
     26.00      92.00      88.00      14.00      -1.75
     27.00      92.00      85.00      14.00      -2.03
     28.00      92.00      82.00      14.00      -1.47
     29.00      92.00      79.00      14.00      -2.35
     30.00      92.00      76.00      14.00      -1.91
     31.00      92.00      73.00      14.00      -1.10
     32.00      92.00      70.00      14.00      -0.93
     33.00      92.00      67.00      14.00      -1.17
     34.00      92.00      64.00      14.00      -1.44
     35.00      92.00      61.00      14.00      -1.09
     36.00      92.00      58.00      14.00      -1.38
     37.00      92.00      55.00      14.00      -1.57
     38.00      92.00      52.00      14.00      -1.15
     39.00      92.00      49.00      14.00      -1.47
     40.00      92.00      46.00      14.00      -1.07
     41.00      92.00      43.00      14.00      -1.19
     42.00      92.00      40.00      14.00      -1.54
     43.00      92.00      37.00      14.00      -1.36
     44.00      92.00      34.00      14.00      -0.69
     45.00      92.00      31.00      14.00      -0.12
     46.00      92.00      28.00      14.00      -0.12
     47.00      92.00      25.00      14.00       0.03
     48.00      92.00      22.00      14.00      -0.20
     49.00      92.00      19.00      14.00      -0.49
     50.00      92.00      16.00      14.00      -0.22
     51.00      92.00      13.00      14.00      -0.76
     52.00      92.00      10.00      14.00       0.20
     53.00      92.00       7.00      14.00      -0.22
     87.00      29.00     100.00      15.00      -0.45
     86.00      29.00      97.00      15.00      -0.16
     85.00      29.00      94.00      15.00      -1.01
     84.00      29.00      91.00      15.00      -0.32
     83.00      29.00      88.00      15.00      -0.88
     82.00      29.00      85.00      15.00      -0.44
     81.00      29.00      82.00      15.00      -1.47
     80.00      29.00      79.00      15.00      -1.24
     79.00      29.00      76.00      15.00       0.35
     78.00      29.00      73.00      15.00      -1.03
     77.00      29.00      70.00      15.00      -0.51
     76.00      29.00      67.00      15.00       0.00
     75.00      29.00      64.00      15.00      -0.40
     74.00      29.00      61.00      15.00      -0.44
     73.00      29.00      58.00      15.00      -0.58
     72.00      29.00      55.00      15.00      -0.25
     71.00      29.00      52.00      15.00      -0.20
     70.00      29.00      49.00      15.00       1.24
     69.00      29.00      46.00      15.00       0.14
     67.00      29.00      40.00      15.00      -0.60
     66.00      29.00      37.00      15.00      -0.38
     65.00      29.00      34.00      15.00      -1.03
     64.00      29.00      31.00      15.00      -0.70
     63.00      29.00      28.00      15.00      -0.14
     62.00      29.00      25.00      15.00      -0.12
     61.00      29.00      22.00      15.00      -0.40
     60.00      29.00      19.00      15.00      -0.13
     59.00      29.00      16.00      15.00       0.36
     58.00      29.00      13.00      15.00      -0.41
     57.00      29.00      10.00      15.00      -0.46
     56.00      29.00       7.00      15.00       1.33
     55.00      29.00       4.00      15.00       0.94
     54.00      29.00       1.00      15.00      -0.18
     15.00      17.00     100.00      16.00      -1.67
     14.00      17.00      97.00      16.00      -0.76
     13.00      17.00      94.00      16.00      -1.05
     12.00      17.00      91.00      16.00      -0.89
     11.00      17.00      88.00      16.00      -1.21
     10.00      17.00      85.00      16.00      -0.91
      9.00      17.00      82.00      16.00      -0.86
      8.00      17.00      79.00      16.00      -1.37
      7.00      17.00      76.00      16.00      -1.30
      6.00      17.00      73.00      16.00      -1.14
      5.00      17.00      70.00      16.00      -1.08
      4.00      17.00      67.00      16.00      -0.75
      3.00      17.00      64.00      16.00      -0.17
      2.00      17.00      61.00      16.00      -0.48
      1.00      17.00      58.00      16.00      -0.05
      0.00      17.00      55.00      16.00      -0.37
    118.00      97.00     100.00      17.00      -1.54
    117.00      97.00      97.00      17.00      -1.50
    116.00      97.00      94.00      17.00      -1.51
    115.00      97.00      91.00      17.00      -0.17
    114.00      97.00      88.00      17.00      -0.36
    113.00      97.00      85.00      17.00      -0.73
    112.00      97.00      82.00      17.00      -0.65
    111.00      97.00      79.00      17.00      -1.06
    110.00      97.00      76.00      17.00      -0.77
    109.00      97.00      73.00      17.00      -1.52
    108.00      97.00      70.00      17.00      -1.12
    107.00      97.00      67.00      17.00      -0.51
    106.00      97.00      64.00      17.00      -0.71
    105.00      97.00      61.00      17.00      -0.63
    104.00      97.00      58.00      17.00      -0.17
    103.00      97.00      55.00      17.00      -1.00
    102.00      97.00      52.00      17.00      -0.52
    101.00      97.00      49.00      17.00       0.40
    100.00      97.00      46.00      17.00      -0.42
